name,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15
Amelia,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Brian,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Chloe,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Dexter,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Emma,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Felix,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Giselle,American Epicurean Delight,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Hugo,American Epicurean Delight,USA Diner,USA Diner,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Iris,USA Diner,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Jake,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Lara,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Max,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Nora,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Oscar,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Paula,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Quincy,American Epicurean Delight,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,American Epicurean Delight,USA Diner,USA Diner,USA Diner
Ruby,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,American Epicurean Delight,USA Diner
Steve,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,USA Diner,USA Diner,USA Diner,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Tina,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Ulysses,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,American Epicurean Delight,USA Diner
Valerie,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Wade,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,USA Diner,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Xavier,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
Yara,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,American Epicurean Delight,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner,USA Diner
